Protein,AMIKACIN,AMP,AZITHROMYCIN,BDQ,CAP,CEF,CHLORAMPHENICOL,CIPROFLOXACIN,CLARYTHROMYCIN,CLOFAZIMINE,CPZ,CYCLOSERINED,DELx,DOXYCYCLINE,ECONAZOLE,EMB,EMBx,ERY,ETA,ETHIDIUMBROMIDE,FUSIDICACID,INH,Kanamycin,LEVO,LINEZOLID,LZDx,MENADIONE,MINOCYCLINE,MTM,Moxifloxacin,NIGERICIN,NITROFURANTOIN,NORFLOXACIN,NOVOBIOCIN,OFLOX,OFX1,OXA,PA824,PBTZ169x,RIF,ROX,SM,SPECTINOMYCIN,SQ109,SUTx,TET,THZ (1hrMIC),TRZ,TUNICAMYCIN,VANCOMYCIN,VERAPAMIL,VERx
P9WFV3,479589.8336,373513.3509,492716.554,40880.5713,1033947.546,717717.2627,230285.951,46916.1491,401243.8956,25368.94001,188353.264,569621.1654,33457.047,594633.079,54146.77047,525433.6517,525433.6517,389332.1905,593023.1588,136225.9552,87421.95104,737118.0975,565558.1695,58096.2125,497939.1245,497939.1245,101095.4155,626696.5093,430338.4453,52795.62423,211266.4062,251556.5872,45008.72216,49747.72196,58096.2125,58096.2125,392718.6172,26695.62583,37993.1335,36288.78299,437581.7529,1201053.016,496999.6633,520299.7082,248484.4296,626806.5093,648736.2192,43660.06339,901852.3568,42307.37165,74955.65881,74955.65881
P9WFX5,1695612.952,2352387.502,1098255.166,114075.6233,1573846.339,1181150.62,1639990.889,52280.45515,1052950.143,49618.54056,76909.18847,2735463.916,191229.7086,1019239.719,54192.33471,2120785.462,2120785.462,1055600.405,1774637.428,129176.0862,821283.5702,2848885.163,1687298.426,56076.62874,1598970.584,1598970.584,1046950.803,965454.1894,1268266.125,50970.35216,1707083.865,1627326.833,63449.94481,112591.836,56076.62874,56076.62874,2866741.54,214982.3383,178329.4127,49117.76289,1149370.234,1642494.386,1064681.73,1563503.385,3516675.2,1020363.084,2927377.522,67525.48918,1733510.874,90242.11711,96918.67741,96918.67741
P9WFZ1,594224.26,380056.5161,510047.2353,111684.7707,560751.7865,482717.0859,370704.5661,69630.13981,462833.245,58286.22577,153258.7962,555721.6651,122879.7212,352359.5563,101788.4737,545344.6407,545344.6407,454275.726,752212.6189,200329.0389,489603.6013,815646.3508,807592.7361,83727.49545,582312.488,582312.488,635533.4126,394510.179,562770.2735,50714.94237,613202.1373,438511.9969,48797.26986,132245.3938,83727.49545,83727.49545,309472.4434,158037.0357,143016.2683,67273.83297,450715.3756,606207.812,416622.3437,680253.141,219036.0503,361865.5861,1257774.122,69783.90297,494336.4114,97213.84109,166057.931,166057.931
P9WG23,89371.13161,480760.9806,121491.4909,67195.01803,120748.5384,104242.7501,865659.5893,39849.03979,127963.4617,34818.94521,67639.70395,1045062.456,150799.619,155696.9914,51710.08485,1549791.742,1549791.742,127902.2927,1768297.594,131243.9643,155692.508,864665.1317,106631.1453,58144.20902,99636.01144,99636.01144,174032.357,183058.6461,138213.9322,51405.59683,82366.48576,815111.2573,51650.66229,98513.07888,58144.20902,58144.20902,732319.5848,160068.0221,153315.9637,65346.41257,116714.7978,126756.8586,132654.1835,211306.0471,1210624.089,156374.6478,1983732.732,46539.35639,91047.98896,52226.59542,35541.80486,35541.80486
P9WG31,1780489.157,1134378.224,1769171.487,101049.2739,1590866.465,1488844.841,1734094.486,137729.9479,2222298.597,325696.6064,337717.7823,1569397.045,324232.3087,1738167.562,150801.2141,1297970.45,1297970.45,2216048.597,1805540.871,260974.906,2175373.723,1441649.988,1766758.759,65846.27995,1260817.073,1260817.073,1896671.039,1710734.919,1928263.475,69981.0529,2017392.008,1550007.397,76219.16216,114160.8858,65846.27995,65846.27995,973573.4955,351133.2732,215258.6889,74052.39451,1895193.283,1714207.675,1911066.982,1924712.081,1010037.049,1704120.056,2379489.656,125194.2501,1547937.174,71626.28401,109811.5106,109811.5106
P9WG37,369543.0565,150935.0065,163605.7786,81118.8309,400897.0624,35020.53134,413824.1529,24423.45068,186262.6118,19381.64467,57770.4182,421711.8381,107818.6735,87020.37281,21688.49736,700836.2326,700836.2326,189988.1278,782843.8136,78313.45884,133668.3749,419852.88,445837.8796,25864.4979,261928.1797,261928.1797,119177.6192,126098.4459,160287.4554,29019.6646,322358.8855,393078.1782,35271.54858,100266.9767,25864.4979,25864.4979,254815.5569,124504.3439,131072.074,34944.69648,168824.6869,321242.0045,153181.2388,468442.9456,204339.8552,90097.74947,1509771.127,46598.82956,366352.2862,52105.82958,66485.60802,66485.60802
P9WG51,400074.0381,955088.6142,475542.3208,110841.998,482218.1321,355225.3654,1830946.142,74357.74372,437117.5473,161675.3928,133105.5197,1258799.52,166319.594,308790.8738,124250.6966,2137981.521,2137981.521,435419.6273,2028905.111,207406.0775,311738.5122,1176411.904,597202.482,71386.60701,557696.069,557696.069,347261.3675,311056.3293,525389.6848,64970.52863,543977.2383,1356026.933,74686.87592,172819.4697,71386.60701,71386.60701,729170.1697,203997.9198,189271.3344,83307.06925,440541.1411,589714.2947,334810.3386,575555.2719,1361292.561,296037.1738,2316284.031,149603.9457,466152.5713,134786.2043,114400.941,114400.941
P9WG55,546683.38,1617079.411,1285767.823,1149683.566,688502.7114,974759.7242,1497282.187,1263659.976,1252330.754,1020665.979,1852982.525,1165670.732,1404482.672,1067029.563,1228977.953,1059417.48,1059417.48,1299637.098,1295900.622,1511012.792,947342.5558,1066514.519,506802.62,1628554.019,1098635.101,1098635.101,1212455.68,1026097.465,619730.9514,1571653.859,2075773.727,1134159.835,1262783.317,919089.2292,1628554.019,1628554.019,1643815.801,1552288.215,975996.111,2107205.199,1060865.624,1348892.619,1112296.98,1394445.226,1009575.502,886491.4332,842559.6119,930737.1586,927867.2786,1000416.339,1875272.787,1875272.787
P9WG75,986512.5982,634440.4148,605308.1914,81317.06934,1013918.147,752136.9898,916735.6628,30744.52077,634018.9416,274340.4694,307649.5068,1082499.896,238999.1862,615683.6685,136841.3841,1368902.876,1368902.876,625018.2416,1341094.734,220504.2173,536889.5896,1315743.93,989511.3631,49890.17967,1057492.898,1057492.898,844509.8186,599039.1011,593416.9924,38528.25006,847187.2879,985452.4376,31695.66782,144211.8653,49890.17967,49890.17967,447169.2369,277989.9531,127631.4994,40266.36026,669680.7598,866791.8448,699621.162,1023764.763,511993.8913,582257.0811,1848275.318,43364.33845,767386.6229,49785.19027,176413.913,176413.913
P9WG77,143106.5959,367922.4395,286587.7554,90419.30654,196808.4656,266433.9727,667373.7391,41271.23409,246327.0902,37596.05752,54437.80812,752242.2014,140438.8126,215553.9466,26397.08499,1720483.414,1720483.414,240125.5802,2231211.885,214827.2635,119475.3807,1026583.004,339190.1316,35561.55069,197716.4767,197716.4767,223790.0885,262285.1775,397353.0553,35303.93117,124981.792,535985.0269,42904.12498,85388.05522,35561.55069,35561.55069,614736.9465,170683.0025,164689.2567,32427.48785,139724.5248,349216.7735,226660.2588,311999.0994,1024648.839,208669.0623,2541070.86,31297.83801,147080.9816,49147.07417,88829.3976,88829.3976
P9WGC5,191035.3121,269711.4015,238179.2055,230756.0792,293845.4799,302560.6317,296366.3447,180561.1747,261145.674,251835.8905,218626.889,449891.161,201572.3502,247106.398,175082.5209,357657.2139,357657.2139,271304.514,633175.6665,268373.0371,185204.3574,417856.4571,182660.1548,205896.0967,350265.6784,350265.6784,294948.992,268164.3417,319277.5803,150762.2897,142157.5818,292173.3658,183692.4286,208339.6628,205896.0967,205896.0967,148774.9284,204473.4432,230177.4627,132093.4469,225816.3019,227427.8101,227919.4763,311627.0851,277235.2922,240234.0567,1127515.542,177815.4584,280962.8362,169114.3566,160168.789,160168.789
P9WGD5,348823.8266,553404.2385,364102.168,158346.8724,416485.5876,321013.6005,819804.0281,55366.28692,327735.597,110669.6494,158378.9739,752616.6255,237599.8587,615810.4163,150060.8071,469926.5103,469926.5103,329057.218,758736.8579,191342.7075,229783.2832,717202.5929,358534.7533,69289.3854,243794.797,243794.797,355036.9146,375444.0532,240110.1308,69418.03504,171842.5519,916820.3963,89819.81034,66211.39495,69289.3854,69289.3854,447826.4456,238769.5587,135617.5535,85199.6399,305213.4685,392951.4044,388592.0151,331307.7302,500835.6885,368318.2061,679979.6704,298039.6651,219700.8216,38365.03977,130926.115,130926.115
P9WGE1,778207.1537,2447994.242,1083177.413,136985.4436,883225.7995,1049899.64,789380.9599,121582.7812,1143600.169,183882.6957,239776.6428,2433275.241,254464.4473,875662.2285,216973.1359,1310360.788,1310360.788,1147429.498,1547375.971,279607.6723,751184.254,2488728.387,1050259.599,203179.5855,979769.7321,979769.7321,689593.5951,1017725.449,1357357.629,165224.8942,997772.9977,1265110.142,133826.3763,272622.9202,203179.5855,203179.5855,3473492.574,257712.9959,282110.0367,188462.7278,948259.7052,972121.9207,861693.6789,766807.5489,3880785.939,931690.2786,1856578.181,146308.6865,1218894.25,155456.9427,127701.4472,127701.4472
P9WGE5,316761.1789,169201.6133,361381.4365,120925.1281,461060.0047,240625.9234,534613.9717,114833.7178,306263.2054,70458.83394,112698.7283,510394.0347,142940.6941,236872.6447,65010.09821,707254.5586,707254.5586,308092.9054,924808.89,265322.9624,185569.5317,649226.9815,587636.5216,137189.0008,379836.8689,379836.8689,228935.3616,324570.6236,379094.6626,176709.7465,318367.2367,424477.4509,123750.7342,183694.0616,137189.0008,137189.0008,234826.4333,161037.5074,140576.2997,79089.4813,217052.3486,474317.4297,267105.1599,469672.8532,193260.4566,238173.4242,1669489.581,119637.0802,383291.9612,180275.2454,103522.1937,103522.1937
P9WGG5,376219.2458,468864.64,407069.1053,48312.99433,440048.9548,379203.2571,671940.4448,18506.91218,340764.2903,11998.28323,161089.6902,886615.817,105671.551,371957.9688,40568.14253,634956.1464,634956.1464,312572.6262,1032844.45,102685.491,252235.7994,794807.7053,530036.835,12905.83335,400251.7616,400251.7616,428464.1677,374039.0133,461068.5155,16074.27667,320289.4033,683237.1341,17076.89128,41469.57696,12905.83335,12905.83335,378038.8326,138573.6156,106440.6008,18405.00536,350334.835,446013.586,389759.4329,397379.6543,293573.3765,361894.7811,1379907.359,36414.75533,325019.5185,31832.37414,41635.48528,41635.48528
P9WGG9,1994892.164,693288.8019,1850067.173,123009.5787,1984764.313,1432131.574,807448.2063,68864.039,2019316.625,137612.164,241831.5354,1026258.226,653705.6285,1617769.257,105175.629,1489625.73,1489625.73,2005059.768,1781067.623,216915.899,1916634.123,1285771.13,2210838.379,77821.66718,1638704.503,1638704.503,1759220.328,1625026.688,2103750.593,74493.6813,2146882.316,769427.4279,68467.78859,189438.4957,77821.66718,77821.66718,421053.8572,669350.3125,521120.1507,79767.91355,1600676.092,2105971.534,1858206.686,2287903.296,269493.2572,1623426.167,2436173.349,93745.60214,1640586.727,138732.1019,154136.7293,154136.7293
P9WGH5,1976141.065,1010602.056,1789069.839,166670.5075,2410430.116,1673643.15,1025212.693,60551.00356,1924852.672,138327.2173,228233.9863,1147260.278,649680.565,1673060.309,161105.3523,1435550.471,1435550.471,1915854.672,1792377.564,217785.7132,1710544.491,1636292.956,1972036.344,66339.61932,1664135.031,1664135.031,1513624.115,1561995.104,1908134.566,100697.7278,1963773.183,1241963.677,93638.5944,154846.6912,66339.61932,66339.61932,648336.9633,629121.7836,379693.0717,93140.01625,1642567.237,2565866.136,1789350.958,2147689.7,663917.0357,1666520.948,2386942.226,156352.3512,1926820.848,144074.8679,140721.4226,140721.4226
P9WGH7,1933429.995,789156.8707,1847118.444,190244.2623,1797226.521,1440195.514,926552.1318,63639.36032,2302389.354,280501.8145,332883.0982,1159279.5,620363.4187,1783564.326,190349.4158,1037736.537,1037736.537,2284643.727,1535741.709,404624.7649,2074383.964,1088307.674,2069255.265,100317.491,1302904.747,1302904.747,2082268.323,1785766.445,2012047.625,112298.9,1968553.616,985840.9559,98275.36588,230777.7661,100317.491,100317.491,760026.6196,663277.3387,526462.664,105899.9574,1806801.902,1888784.311,2128561.283,2107274.22,680158.1306,1783952.955,1571436.556,88433.58706,1365831.419,129020.1683,309873.1073,309873.1073
P9WGJ5,494514.6093,1033511.138,974534.6374,1072006.522,1087352.926,870281.7414,1205769.916,1240430.762,956828.2951,890872.3385,1986724.933,814977.3709,1658108.09,884205.0241,1129579.11,1644813.793,1644813.793,1004672.439,1053881.133,1104519.429,739206.5806,803218.2325,628216.8433,1653414.103,1101591.507,1101591.507,950560.7525,922509.7261,542242.4719,1566088.562,1867383.769,807909.2434,1318067.701,1014311.065,1653414.103,1653414.103,1064491.075,1708112.494,1434344.18,1998867.399,893369.8376,1110644.391,793111.4951,1935514.498,875201.9674,850021.0261,645527.1392,973871.5014,860373.2075,1199840.107,2225937.077,2225937.077
P9WGK7,588660.7679,404455.2612,402929.4322,110368.9036,665640.9148,421056.4588,886498.3355,40692.58944,424889.6649,30667.55705,84779.98258,630573.2684,166039.0853,404694.5805,105786.7964,891740.9772,891740.9772,413650.8847,882378.9919,96658.44861,376300.6229,695916.2224,574960.9248,39551.07586,603778.7893,603778.7893,445517.8827,421276.1476,554059.3127,75558.9583,555744.7202,694510.1426,42981.96235,105526.7439,39551.07586,39551.07586,303837.4108,232292.2608,161883.9725,86122.67664,451832.2783,551090.3854,362649.2159,685838.99,320779.4856,409109.2764,965880.4805,70891.20233,457637.1438,60100.98476,88586.63508,88586.63508
P9WGM5,1817378.794,608589.8057,1926265.133,205106.4514,1641596.687,1638744.946,392156.0281,111579.6605,2214497.853,168578.0161,316199.7724,699706.017,196271.1925,1655188.269,131669.7311,664535.0272,664535.0272,2230160.153,836024.6801,177742.5828,1939764.464,985201.0473,2006385.773,124060.0876,1495765.154,1495765.154,1740712.256,1652616.168,2159099.905,113122.0079,1933106.236,357916.2072,110846.5255,157957.2763,124060.0876,124060.0876,537168.995,296861.3501,236495.5149,57587.65687,1781227.143,1805745.627,1958350.423,1851398.438,493757.634,1649706.427,962918.0702,76882.08663,1538058.898,122036.5594,313229.9903,313229.9903
P9WGN1,539039.7172,385076.1318,707946.8054,83633.97517,1106466.497,883266.4252,606333.4917,50251.7644,645961.5939,53267.72398,163336.506,435858.2357,104715.995,776816.1085,53097.71392,314201.9766,314201.9766,638890.5649,746388.2993,216262.7055,315384.8644,809041.7026,582532.6362,52153.02353,648566.9547,648566.9547,326885.7791,772846.514,596558.8886,48978.25333,444993.0316,823475.4056,47723.49523,75281.90631,52153.02353,52153.02353,326294.8619,105524.5764,42443.03267,35434.53044,645713.5321,1435427.907,700912.245,590521.8859,416207.8212,772814.8571,1109792.886,40670.58011,1094605.033,45666.04834,87246.45329,87246.45329
P9WGT9,442407.3091,866781.5849,392295.7971,48084.21799,315421.0293,441864.9152,1460448.026,35144.55318,440317.5065,46110.86809,63007.98275,1020993.525,66121.52441,640315.9701,59705.45524,697974.8413,697974.8413,445529.4165,1414393.314,91950.33816,680173.4273,970366.1171,364038.9158,15786.07621,379622.989,379622.989,696320.0047,479183.9151,264178.4024,30648.79907,559205.0376,1136020.823,67735.55662,39180.4974,15786.07621,15786.07621,575607.5776,65830.52994,70202.46153,27967.42508,400163.4573,338847.8885,475392.2988,360576.0245,693280.7733,472650.7541,1737300.662,115196.8597,408879.6447,12755.29869,39075.10444,39075.10444
P9WGV1,500749.7351,240796.2509,509447.5708,115113.6103,1080243.839,703619.6528,359409.4837,71686.46959,381603.7232,63438.94945,128877.2572,526720.5364,84780.25879,585739.2087,98364.84876,431766.0759,431766.0759,383793.7232,679544.9109,131075.0925,89368.45266,833500.9438,431374.3816,100179.4044,476810.4368,476810.4368,153573.6085,579073.9628,422345.9832,86073.65651,206962.8409,307238.6322,59936.75934,119279.7252,100179.4044,100179.4044,426993.6499,111724.9505,94472.72815,118710.6942,529276.8237,1199741.717,484047.4212,493769.929,652112.1722,578110.7908,807676.3721,66558.14109,876621.1141,64305.34213,105160.2993,105160.2993
P9WGW3,991366.4912,597219.6853,1033066.567,115650.5774,983940.0813,886609.9004,525642.1532,53017.47827,1126352.939,80259.80935,110785.291,912143.8314,166829.5741,917578.0498,70872.73839,679025.7031,679025.7031,1126521.939,1038546.56,375565.6864,1043361.899,897634.423,1058704.905,63614.78863,847512.4011,847512.4011,920355.866,962633.2318,1247708.654,55878.15027,926448.211,664747.2881,51496.39335,101965.6018,63614.78863,63614.78863,817498.6477,193373.0905,163445.953,77888.83439,1155370.457,955710.1271,1110045.979,1328716.026,756226.9617,909291.3018,1315438.96,64941.74035,850352.412,57270.38018,132614.0988,132614.0988
P9WGX5,776192.2337,461895.3223,365739.7932,725046.9599,480646.543,327322.8777,4665635.556,244866.8073,96484.01862,2487242.261,1751062.006,2453487.887,4750660.522,272239.644,455825.6323,144572.5684,144572.5684,124321.6746,2983290.876,2472288.917,172330.5177,323207.9957,1022811.816,192710.7613,157775.5733,157775.5733,81631.17067,398148.179,434169.6765,239192.5765,502282.0022,4773179.807,366296.9047,605989.9813,192710.7613,192710.7613,735995.6844,4752921.024,4742898.558,279668.4823,2161069.027,703095.7063,217364.2052,1777907.486,594815.5387,422295.2043,3035579.559,603316.304,366579.0155,677656.3802,250622.2691,250622.2691
P9WGY5,1528013.667,535810.1348,1672730.234,389370.5829,1499279.425,1384219.921,535270.753,273771.8645,1949734.464,390616.9372,757527.462,791774.2108,441939.8653,1524085.811,262428.2099,585100.9105,585100.9105,1945585.364,926700.3805,380434.411,1828872.903,948351.3602,1630268.577,300569.3161,1432971.985,1432971.985,1488503.614,1578850.621,1818086.343,278255.6358,1750645.949,501885.1071,245507.0934,270408.2294,300569.3161,300569.3161,671695.4391,533551.5128,453399.2966,191374.1432,1696729.521,1499156.93,1726685.879,1864941.997,612077.0447,1590407.936,1205723.095,208635.1315,1292156.21,213959.0196,498384.3945,498384.3945
P9WGY7,358286.3616,272012.5043,254698.8121,23800.29386,287181.7775,398447.5876,59929.81002,42815.83138,238829.8191,19443.77138,86691.90573,426653.1163,51975.1065,380101.7066,50947.32394,321847.8067,321847.8067,238819.8811,261755.634,109672.7699,220746.154,354797.6587,376635.2633,38407.43215,293988.4767,293988.4767,434473.9232,389931.8059,319711.8903,38640.42423,225124.7354,215647.8007,39224.68488,56198.97171,38407.43215,38407.43215,130149.6347,70442.3552,56976.6585,28777.6272,257785.3208,290296.5624,296959.6313,336191.0233,75264.82763,384288.6816,386598.5953,23058.00167,203037.7774,37012.72477,55676.24019,55676.24019
P9WGZ1,102715.9455,224527.5279,128457.0318,109948.7646,161238.3444,186360.5607,439685.2825,35310.13601,121180.9017,30161.25024,100872.1174,301076.4788,87810.0322,128403.9724,110636.8481,181736.6264,181736.6264,124299.3803,424440.8533,113656.2344,69986.98838,590255.3847,108445.7129,35769.9577,114500.3106,114500.3106,130521.5644,123201.2162,161210.5481,53607.22522,68094.89315,439661.8081,46678.93776,122899.6914,35769.9577,35769.9577,351974.7262,151053.8214,94390.5774,75741.86863,133667.7004,149770.2333,143320.9996,140304.6539,361294.956,113265.0083,467015.2529,69295.87592,116931.0988,40399.21886,115626.423,115626.423
